urbanized_area,geoid,area_km,avg_neighbor_degree_avg,avg_weighted_neighbor_degree_avg,circuity_avg,cluster_coeff_avg,cluster_coeff_weighted_avg,count_intersections,degree_centrality_avg,edge_density_km,edge_length_avg,edge_length_total,dead_end_count,dead_end_proportion,intersect_3way_count,intersect_3way_proportion,intersect_4way_count,intersect_4way_proportion,intersect_density_km,k_avg,edge_count,node_count,node_density_km,pagerank_max,pagerank_min,self_loop_proportion,street_density_km,street_length_avg,street_length_total,street_segments_count,streets_per_node_avg
"Miami, FL Urbanized Area",56602,3203.5222519999998,2.854061396619296,0.03401164222354286,1.098470314506614,0.04556084889181415,0.0005817226046273168,129866,3.346508908147405e-05,18531.98802061295,144.64071297001826,59367635,26755,0.17082638982001136,92784,0.5924109793705825,35842,0.2288454294124032,40.538504116499574,5.241302251933012,410449,156621,48.89024881978561,2.599056743070504e-05,9.605929778137304e-07,0.011287638659126957,10619.554606006734,148.8774210610987,34019979.486671664,228510,2.8941904342329567
"Phoenix--Mesa, AZ Urbanized Area",69184,2968.282764,2.8321887295047383,0.03413770349880749,1.0912107116490322,0.04644929327037332,0.0015495423906293293,104817,3.9067916268604654e-05,16465.60724924126,146.59881279197418,48874578,25825,0.1976776228165521,81371,0.6228548246352628,22041,0.16871297132621976,35.31233657091033,5.103871649239909,333390,130642,44.012653236563416,3.101001218311509e-05,1.1547447127412774e-06,0.007123788955877502,9099.783304975956,149.49567985374662,27010729.94029509,180679,2.7743528115001297
"Minneapolis--St. Paul, MN--WI Urbanized Area",57628,2646.5964329999997,2.882699613242049,0.02900191460595685,1.075952745437773,0.046176678119263785,0.0014827358890921692,78174,5.337663237074637e-05,15401.900667041145,162.17729889002183,40762615,18872,0.19446448076170064,55291,0.5697401232405251,22152,0.22826288564186056,29.537559646518268,5.179935288419925,251346,97046,36.668227459974055,3.753163493446692e-05,1.5517001769977454e-06,0.007205207164625655,8675.712698517329,166.5502004281698,22961110.28162877,137863,2.8433938544607718
"Seattle, WA Urbanized Area",80389,2616.7139690000004,2.9114027185213196,0.033899901728403785,1.0662160783878682,0.02876941295122358,0.0006558050608156012,82601,4.198009275542749e-05,15452.019607888178,139.14235319477513,40433515,35060,0.2979721575359929,63055,0.535899440771022,18692,0.15886182454828238,31.566690505178407,4.9394196936989,290591,117662,44.965556569778826,3.117588129984086e-05,1.2771774212190584e-06,0.0060428574869834245,8198.394249838191,141.912103968518,21452852.756920867,151170,2.566198092842209
"Tampa--St. Petersburg, FL Urbanized Area",86599,2478.7566829999996,2.8723170529974444,0.030797613464124688,1.0982082375888806,0.04638719117431488,0.00061223429727107,77706,5.372820853560772e-05,15192.986123275969,149.85064913672707,37659715,19015,0.19659436322656687,56528,0.5844378734931039,20467,0.2116064597506255,31.348780835541174,5.196646057773826,251315,96722,39.0203688257691,4.164967586094368e-05,1.5587972201673785e-06,0.007667668065972981,8457.730758620197,153.098211142026,20964656.640944473,136936,2.825685986642129
"St. Louis, MO--IL Urbanized Area",77770,2392.108893,2.843929980876063,0.03232847793484902,1.096072227523482,0.04062316252044738,0.0006293562984265325,70998,5.7107683195627954e-05,14928.290448169473,152.82996305878714,35710096,19463,0.21515349155989874,56352,0.6229424835011773,13936,0.15405533876477154,29.680086975873298,5.165961021876831,233659,90461,37.816422264352155,4.266639391283096e-05,1.6673894197915542e-06,0.03516663171544858,8160.222417968899,154.41194639034114,19520140.614881366,126416,2.7252075480041125
"Pittsburgh, PA Urbanized Area",69697,2344.635094,2.8842852870116995,0.029499830739004536,1.0893613594939278,0.044731741870275295,0.00029707576704879427,55266,7.145438271657067e-05,12564.967264587014,162.08242254120466,29460263,16061,0.2251741977091424,43121,0.604553675326314,11709,0.1641594347161664,23.57125854740789,5.09655530163893,181761,71327,30.42136500580759,5.933644365086345e-05,2.1214447216041438e-06,0.006090415435654513,6709.043598732679,164.6423464943658,15730259.068764696,95542,2.717372103130652
"San Juan, PR Urbanized Area",79093,2244.932613,2.76232457455362,0.044440583186607215,1.1105268333840663,0.0244220979465964,0.00023200489507666509,59655,4.8635330034394126e-05,12179.880432836038,128.91687241800574,27343010,33737,0.36124079150248417,51891,0.5556257495288676,7513,0.08044586260065102,26.573180706872286,4.5421021072468735,212098,93392,41.60124872309475,5.27356534206513e-05,1.6089090008632504e-06,0.0026450037246933023,6427.241914236936,131.44267194649862,14428724.984911047,109772,2.359474044886072
"Cincinnati, OH--KY--IN Urbanized Area",16885,2040.2462699999999,2.8491972505753727,0.02625752376460409,1.0740652069562184,0.03246022215550768,0.0007048626609514903,36634,8.913852981638511e-05,11309.4058477075,182.26606972393398,23073973,16662,0.31263134193935754,28589,0.5364192434704294,7482,0.14038577003902733,17.95567551754426,4.750637946562594,126595,53296,26.122336692226863,8.629119913724046e-05,2.823808905708962e-06,0.008736521979541056,6099.453265304075,185.7648421193605,12444386.77357596,66990,2.514597718402882
"Cleveland, OH Urbanized Area",17668,2003.98513,2.8855457102073987,0.029362185598430193,1.0692784542087588,0.03690582181064073,0.0003945661865627762,38337,0.000111975743281576,12044.378160634631,193.7263607134371,24136754,8837,0.18732776529444187,31019,0.6575444100563871,6724,0.1425361427905202,19.130381471443354,5.282231737821681,124592,47174,23.540094830943183,8.695448181374646e-05,3.1903201277128134e-06,0.021365737768074995,6508.458269776549,197.57708352558143,13042853.591857733,66014,2.7643193284436345
"Charlotte, NC--SC Urbanized Area",15670,1919.6924620000002,2.7910472836906384,0.02943077342394604,1.0786081451113796,0.035962186856306165,0.0006948134475664973,40321,8.138807005777943e-05,11900.76377062678,167.26928710812575,22845806,17613,0.3040183657265164,33308,0.5749300928642939,6645,0.11469948562156936,21.003885152516684,4.715055062657507,136581,57934,30.17879225281867,7.484856573874803e-05,2.59987255736443e-06,0.00959869967272168,6431.185118689174,170.13101814976753,12345897.59407418,72567,2.5084061173059
"San Diego, CA Urbanized Area",78661,1897.3725149999998,2.8225267435477517,0.031186413549720626,1.0805679078177726,0.033509939593630016,0.0008296575513562763,54817,6.365673707112431e-05,14719.0619145382,152.4146366025304,27927543,21058,0.2775354200988468,41327,0.5446721581548599,12748,0.16801317957166392,28.891005623110328,4.829891268533774,183234,75875,39.98951149558525,5.887680942359492e-05,1.9850730903669028e-06,0.003591036598011286,8320.490028892922,159.40093994500188,15787069.092152987,99040,2.619347611202636
"Baltimore, MD Urbanized Area",04843,1856.858865,2.7606319257263934,0.030724637211937567,1.088555412591401,0.04416142557652149,0.0005297438915406125,51472,7.327321029199546e-05,13097.117689064387,148.85145204697926,24319499,15308,0.2292303084755915,39273,0.5880952380952381,11582,0.17343516022761304,27.71993120758804,4.8931117100928425,163381,66780,35.96396110589698,7.088671429348627e-05,2.259944170072464e-06,0.023442138314736717,7559.625999915202,152.32118229099916,14037158.554027028,92155,2.720335429769392
"Indianapolis, IN Urbanized Area",41212,1827.964618,2.8520979358405536,0.033474326965712786,1.0810462358177857,0.04540991504787638,0.0006713267151016105,50487,7.696549912001948e-05,14011.619413780847,154.5319560845237,25612744,15141,0.2307094532821357,38769,0.5907387090875845,11059,0.1685103919058938,27.619243558028213,5.051014810751509,165744,65628,35.90222663708035,5.402852705934695e-05,2.2933145985453282e-06,0.010823921227917751,7630.071100635298,156.9833534591561,13947500.004785642,88847,2.704668738952886
"Kansas City, MO--KS Urbanized Area",43912,1755.833135,2.8941059190907548,0.03191859508733536,1.0554348411764989,0.043261904094093716,0.0006599082389882491,56353,7.204913944365175e-05,15424.256370132092,147.85724652726356,27082420,14953,0.20970184837180605,41418,0.5808487364317169,14469,0.2029142007685188,32.09473547154582,5.1374638880318635,183166,71306,40.61092058158477,5.579363130950602e-05,2.1151816776662617e-06,0.007190199054409661,8568.44391898497,151.70827323400525,15044757.748343067,99169,2.789428659579839
"Denver--Aurora, CO Urbanized Area",23527,1729.188957,2.86822369928989,0.039021594271912236,1.071959495064478,0.04946558178623559,0.0008663767343535455,70201,5.899172599988771e-05,17547.258417600337,135.10305751571676,30342525,17059,0.19549621819848728,50018,0.5732065092826037,19189,0.2199060279624112,40.597645338767904,5.147559019023609,224588,87260,50.46296395009883,4.897795237096093e-05,1.7291128925175812e-06,0.00398062229504693,9844.937995929138,138.0521113978168,17023758.06491038,123314,2.8363625945450384
"Orlando, FL Urbanized Area",65863,1547.960008,2.712122914941294,0.028736583610235813,1.110758882619508,0.05517436281662147,0.0010599508351079676,40706,9.654293734491823e-05,12830.863388137495,159.95927575723195,19861663,10012,0.1974052604597973,30816,0.6075949367088608,9153,0.1804684727315746,26.29654499446216,4.896368153318349,124167,50718,32.7644123477898,8.161851276873672e-05,2.9798493814124374e-06,0.00770736185943125,7441.591792358875,163.34084611307767,11519286.49043258,70523,2.7860522891281203
"San Antonio, TX Urbanized Area",78580,1546.7468509999999,2.8242394142353984,0.03126596742360657,1.0691593145016614,0.052200401104931744,0.0012520063370055035,43815,9.709065039174195e-05,13995.05400178138,159.62426135660309,21646805,9039,0.17101827676240208,31862,0.6028304385666174,11290,0.2136072955689257,28.327195217286402,5.131532145154576,135611,52854,34.171073285734465,7.864061473413911e-05,2.8690742119963538e-06,0.002669399974928288,7910.36404025174,162.45327247229034,12235330.66952302,75316,2.867729973133537
"Nashville-Davidson, TN Urbanized Area",61273,1459.606367,2.8461901876584825,0.02801988490070487,1.0754208840281596,0.03486129771595642,0.0009863465522435186,27847,0.0001297708266772617,11333.66784872709,176.94613063926894,16542693,10112,0.2663926868463342,22561,0.5943518006269923,5148,0.13562001106456967,19.078431438494814,4.92584103901578,93490,37959,26.006326676978656,0.00010187233266891142,3.9717195722660716e-06,0.009669483367205049,6102.071272127968,181.09884062312213,8906622.08068577,49181,2.603809373271161
"Milwaukee, WI Urbanized Area",57466,1413.4539630000002,2.8715474400285546,0.031330307771484205,1.0595451375368194,0.0557499872129308,0.0010970910887003317,39952,0.00011318888087604981,13760.488491150345,158.6031133034799,19449816,6598,0.14174006444683138,25546,0.5487862513426424,13818,0.2968421052631579,28.26551203351785,5.2688292158968855,122632,46550,32.933509840815375,0.00010596101335168133,3.2346342186028665e-06,0.010617130928305824,7808.996388984406,157.4895754164614,11037656.893062698,70085,3.028872180451128
"Providence, RI--MA Urbanized Area",72505,1411.660152,2.8851400053715404,0.03267045480737233,1.0717776916623762,0.040871075133820337,0.0007257825634451315,42476,9.711363049902208e-05,13753.298171481432,140.394268432448,19414982,10891,0.20407742612475874,34780,0.6517136057863474,7395,0.13856877845859802,30.089395057175214,5.182566005209211,138289,53367,37.804424757893145,7.577921635871451e-05,2.8194009188929004e-06,0.009704314876815943,7406.733089425884,143.16724119348194,10455789.958842373,73032,2.731463263814717
"Riverside--San Bernardino, CA Urbanized Area",75340,1411.373775,2.9160576748977887,0.027129005084421783,1.0648542421548348,0.031876488530480036,0.0011930363616943892,35835,0.00010626744918652591,14223.122878763494,164.90033786248242,20074142,12031,0.2513475118037856,28156,0.5882254627501776,7477,0.15620691095976266,25.390155772166022,5.086491455312748,121735,47866,33.91447456928977,6.776217391060462e-05,3.155786176873878e-06,0.001182897276871894,7624.2970649282115,170.50487126252398,10760732.93024915,63111,2.659298876028914
"Jacksonville, FL Urbanized Area",42346,1375.058275,2.8298898163604203,0.029909084533565482,1.0870462637830598,0.042722314969391634,0.0008144615566834687,33915,0.00011038490678901621,12803.884586075854,158.05806133610338,17606087,11010,0.24507512520868116,25599,0.5698163606010017,8007,0.1782303839732888,24.664409222947288,4.958931552587647,111390,44925,32.67134260182537,9.738300648141836e-05,3.355201493044777e-06,0.007792440973157375,7112.297774959241,161.47116267475343,9779823.909721792,60567,2.695314412910406
"Birmingham, AL Urbanized Area",07786,1372.109317,2.9028936304155555,0.028826994048434338,1.072951985976994,0.03969017694538607,0.0007043139382980385,33075,0.00011307988595457636,13078.074857743044,160.4412209820079,17944548,11402,0.2563572183375677,25196,0.5664950423814555,7647,0.17193156013220315,24.105222222610998,5.029341007711851,111845,44477,32.415055745882675,8.965951675820178e-05,3.3866745324101525e-06,0.004488354419062096,7017.033922645148,163.7159942691118,9628137.622966465,58810,2.668165568720912
"Portland, OR--WA Urbanized Area",71317,1358.056883,2.9188044034820684,0.04190623627479146,1.06340929863949,0.03396788823056101,0.00042379585617746896,54187,6.924416617578188e-05,16695.53585796434,123.18932154303509,22673487,18725,0.2568164362519201,39192,0.5375246872942725,13672,0.18751371516348475,39.900390534672475,5.048661400043889,184054,72912,53.688472782476225,5.529859380559744e-05,2.062121624406588e-06,0.002803525052430265,8964.634003753838,125.53990031011215,12174482.912373748,96977,2.6681616194865043
"San Francisco--Oakland, CA Urbanized Area",78904,1356.9015539999998,2.8665166155807693,0.03414055050746908,1.079375347075192,0.04260501776068301,0.0011956004404786134,58572,7.048955189515282e-05,18337.780716788315,133.38423972125833,24882563,14181,0.19491979712176816,40329,0.5543276565914808,17191,0.23629266147100464,43.165990802601726,5.128255879482633,186548,72753,53.61700691220521,5.2980810463686354e-05,2.0710063831944514e-06,0.00476016896455604,10484.242759098808,136.68282676314044,14226085.29233442,104081,2.859785850755295
"Austin, TX Urbanized Area",04384,1356.225919,2.8043217907295643,0.03715590359389637,1.0760961396256428,0.047954205425094654,0.0006485156214787608,36872,0.00010864368665100841,13167.880868456708,154.56924416300458,17858621,9247,0.20050304646674907,28713,0.6225850517140441,7875,0.1707539192090028,27.18721083518829,5.010429540970098,115538,46119,34.00539641212977,8.796509774836764e-05,3.274490797839333e-06,0.0033322370129308105,7446.10979006998,159.47015590772438,10098607.093012556,63326,2.773759188187081
"Raleigh, NC Urbanized Area",73261,1342.038115,2.7800613299937864,0.030492636891881975,1.0742137202409658,0.03472690492245376,0.0007922649955720896,28436,0.00011171551007728026,11378.08183160551,158.54863974253564,15269819,13088,0.3151912147191985,22911,0.5517532029669588,5305,0.12775744147962625,21.188667953741387,4.638763124939794,96310,41524,30.94099901924171,9.721158544660604e-05,3.634224106241938e-06,0.006842487799813103,6212.5709571513125,162.0979297489859,8337507.016639093,51435,2.4990848665831806
"Hartford, CT Urbanized Area",37243,1337.051352,2.788722362741813,0.025529445055486228,1.0916809381081225,0.045707023041010805,0.0006383921790276238,21358,0.00019258576803741692,10135.456154547945,200.57761429443698,13551625,5130,0.19366529502812488,18224,0.6879836913435766,2850,0.10759183057118048,15.97395639894615,5.101211823775907,67563,26489,19.81150533999834,0.00014958473011013164,5.70331000944077e-06,0.01928570371357104,5535.89310249769,206.14881930711638,7401773.357222012,35905,2.718335913020499
"Virginia Beach, VA Urbanized Area",90892,1326.107533,2.840084694393984,0.035353904414881086,1.0735552303322513,0.035586660215877856,0.00044847840771603046,43873,8.14954413770932e-05,14951.314543686878,135.4297501016771,19827050,16068,0.2680635958692715,31290,0.5220133130912064,12079,0.20151482290919406,33.08404402224295,4.8848367561435415,146401,59941,45.200708470751145,9.278406023178044e-05,2.5090707066166257e-06,0.010587359375960548,8507.430610166706,140.3309677167059,11281767.818616856,80394,2.6694749837340046
"Columbus, OH Urbanized Area",19234,1322.348132,2.8873705780064762,0.031754070447856365,1.0955715722698147,0.04113818171698015,0.0011584250888012385,36462,0.00011333169709464496,14221.453751266852,155.49364821412013,18805712,9737,0.2107621377086084,29413,0.6366588021385744,6825,0.14773047035650122,27.57367679330605,5.235697742375376,120942,46199,34.937093252535405,7.804544064188515e-05,3.2556565913761917e-06,0.013948834978750144,7719.891954522154,160.8379502962691,10208384.7053042,63470,2.7280677070932278
"Memphis, TN--MS--AR Urbanized Area",56116,1288.255633,2.9266828653705685,0.029587747195279613,1.0692969535791164,0.038551350674553606,0.0012442979245146466,32829,0.00012125266473066577,13573.473247137888,158.9660212365584,17486103,9767,0.2292938304066109,25580,0.6005258709738004,7061,0.16576673866090713,25.48329629543332,5.1647572542022715,109999,42596,33.0648660940107,0.00010906945919112929,3.534343929683323e-06,0.005954599587268975,7275.134064263587,162.93017469738624,9372232.43911775,57523,2.7113813503615365
"Richmond, VA Urbanized Area",74746,1275.291571,2.8365695792879384,0.0312280448270777,1.0656299135407796,0.031422374569811166,0.0004264257056976731,35484,9.974416423651608e-05,13767.74747642164,148.32934002700858,17557892,13235,0.27165992733841005,25831,0.530203821917527,9337,0.19165007491943595,27.824225304159874,4.859336193271619,118371,48719,38.20224418310689,8.420978478882325e-05,3.0913140236189427e-06,0.008380431017732384,7749.661341064196,152.81849620181416,9883077.786363725,64672,2.654241671627086
"Louisville/Jefferson County, KY--IN Urbanized Area",51755,1234.827841,2.8814239319848665,0.02776933310404927,1.082350551727365,0.033386140008096865,0.0006783240514429991,27700,0.00013170645309795143,12949.018667112749,169.27597674973038,15989808,10174,0.2686275545228917,21763,0.5746158314410942,5801,0.15316576015208322,22.432276856964712,4.98811849817817,94460,37874,30.67148208233507,0.00010644120891594091,3.97466044427705e-06,0.011422824475968664,6968.5895232339535,172.74970601040314,8605008.355790202,49812,2.61992395838834
"Sacramento, CA Urbanized Area",77068,1219.984679,2.8714152667360784,0.03257029062668209,1.085439744704933,0.036248362095810456,0.0007147779855717762,42701,8.857772854247055e-05,16581.523023249963,141.93243415528786,20229204,14028,0.2472809321511044,34043,0.6000987149429745,8405,0.14816055280368065,35.00125922482999,5.024837384759118,142527,56729,46.49976428105619,6.535692199706939e-05,2.653794686990023e-06,0.0021539778427946987,8990.414486854272,146.10781989665318,10968167.93182186,75069,2.658164254614042
"Bridgeport--Stamford, CT--NY Urbanized Area",10162,1207.622615,2.810121353783046,0.026116254425094982,1.0824491013295818,0.04002890900524665,0.0006122005832472387,23957,0.0001598389688365662,11679.516751195288,180.94457351620625,14104448,7274,0.2329096090422977,20596,0.6594729595594121,3162,0.10124555729883768,19.838151176060904,4.991770996766034,77949,31231,25.861556095486,0.00013073993008578096,4.828871041921917e-06,0.01452231587319914,6209.815608507633,182.16323180736526,7499113.763813805,41167,2.63725144888092
"Knoxville, TN Urbanized Area",45640,1134.564682,2.793560244583454,0.02432833377343113,1.0939091816232132,0.036395339247635834,0.0008080471068924558,20563,0.000170828087448619,11260.397048828985,186.85771448272502,12775648,7730,0.2732124553776553,17106,0.6046018449793235,3327,0.1175909235499947,18.124131947904228,4.833068250097197,68371,28293,24.937317765017475,0.000156896682105574,5.336256346907419e-06,0.008366120138655278,6038.618656449973,191.10215769921143,6851203.45567443,35851,2.5737108118615906
"Las Vegas--Henderson, NV Urbanized Area",47995,1080.066147,2.873189319878331,0.04061269936469733,1.0745765607358762,0.034131238956214616,0.0007392905257245652,48645,7.45268465682407e-05,19877.393744844776,129.92792216268995,21468900,17946,0.2694958778213272,39348,0.5908906609001217,8908,0.13377183102821702,45.03890815865004,4.962742712979232,165237,66591,61.65455716296976,7.961262964601101e-05,2.256617706292755e-06,0.00338907145494048,10738.742274614466,134.08265600232204,11598551.992168862,86503,2.598053791052845
"Oklahoma City, OK Urbanized Area",65080,1063.588409,2.8250130592223455,0.031450289054572735,1.0737148899307447,0.04759843112256027,0.0014780798507848935,31735,0.00013752976316895178,14131.862482240746,154.20943421115877,15030485,5914,0.1570825254322824,22262,0.5913038858933837,9087,0.2413609923238333,29.837670034254767,5.177720523785492,97468,37649,35.398091669124234,0.0001117167481096382,4.0079577142086404e-06,0.006730414084622645,7981.21056494453,154.64971846717697,8488723.046663344,54890,2.9372360487662355
"Columbia, SC Urbanized Area",18964,984.45866,2.840581490581529,0.02792621531534571,1.0846480189469754,0.043208691646192274,0.000865348827890513,19548,0.00019217587579583372,11807.66070705026,178.30371109470875,11624153,6500,0.24953931203931204,16187,0.6214296683046683,3201,0.12288851351351353,19.85659814298348,5.005605036855036,65193,26048,26.4592116036645,0.00013678690159181224,5.784339352228921e-06,0.010016412805055757,6271.334139338653,181.20598759137042,6173869.203225583,34071,2.626113329238329
"Buffalo, NY Urbanized Area",11350,984.049033,2.944468163052586,0.028678610270884038,1.0620783701179086,0.043400423110446666,0.0010806181261573033,20233,0.00023087397360223842,12284.077258290468,187.1170296170092,12088134,3424,0.14473517352157925,15728,0.6648349325780952,4376,0.18497696242127065,20.560967311066907,5.46155471953333,64602,23657,24.040468723269402,0.00015983483452929032,6.363685176605897e-06,0.009287638153617534,6614.396916130708,189.75251848861888,6508890.889196605,34302,2.901339983937101
"Baton Rouge, LA Urbanized Area",05680,950.003436,2.830254957942012,0.025214043797894718,1.0789334705610245,0.04589856941118795,0.0008429717279604481,17262,0.00023494212670741529,10900.38577276376,186.93752031503,10355403,4454,0.2051022287714128,13359,0.6151685393258427,3797,0.17484803831276474,18.17046059610252,5.101768281451465,55395,21716,22.85886469151676,0.00021637788192035556,6.952689791944023e-06,0.015037458254355087,5934.941782853654,188.77109569341562,5638215.086170938,29868,2.7690642843986
"McAllen, TX Urbanized Area",52390,927.4267679999999,2.961273437727902,0.026965451426217226,1.0746376834075404,0.04884670340885966,0.0025410221098498085,18808,0.0002368208754240608,11544.637631294992,173.0057357138509,10706805,4054,0.17732481847607384,14398,0.6297786720321932,4370,0.1911468812877264,20.27976833206953,5.413962033067973,61887,22862,24.651002956602174,0.00015943170832091218,6.5938687510297075e-06,0.002957002278346018,6122.749896324797,177.41680146287703,5678402.147620843,32006,2.838115650424285
"Tucson, AZ Urbanized Area",88732,915.2726289999999,2.8308182585979336,0.03161240075921992,1.0775869785473358,0.036967964959833406,0.0007904460874564894,26319,0.00014764778341843474,13866.878124107212,149.23482305871104,12691973,7623,0.2245890047728478,19464,0.5734488244652642,6624,0.1951564433445289,28.755366615469928,5.01131341700548,85047,33942,37.084032587191025,0.00011878695067320437,4.439884283618891e-06,0.007960304302326948,7673.391337404893,151.70634113257162,7023245.062732404,46295,2.7445347946496965
"Dayton, OH Urbanized Area",22528,910.073739,2.9316285036033203,0.029537371437908494,1.0587759535271308,0.035092985873812266,0.0008090980167290168,24417,0.00016594037478186182,14151.613328311756,158.31606213372973,12879011,6896,0.22022802031105293,18685,0.5967170184907227,5506,0.17583751157666144,26.829694071636094,5.1959250151694185,81350,31313,34.40710203813495,0.00013290477626381428,4.807894502771419e-06,0.008272894898586356,7630.309855623699,162.23499801499918,6944144.620036012,42803,2.7386069683518026
